parcel_id,authorityname,restriction,restriction_term,zone,landuse
12697,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12696,Epworth Local Board,residential,limited,High Density,Residential
12749,EMA,wetland,unlimited,Factories,Residential
12508,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12532,CAZ,flightzone,unlimited,Low Density,Residential
12774,Epworth Local Board,residential,limited,High Density,Residential
11768,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12708,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12668,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12989,Epworth Local Board,residential,limited,High Density,Residential
12724,EMA,wetland,unlimited,Factories,Residential
12804,EMA,river basin,unlimited,Medium Density,Residential
13097,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11767,CAZ,flightzone,unlimited,Low Density,Residential
11715,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14498,EMA,river basin,unlimited,Medium Density,Residential
13098,Epworth Local Board,residential,limited,High Density,Residential
12563,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12991,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14491,Epworth Local Board,residential,limited,High Density,Residential
13074,EMA,wetland,unlimited,Factories,Residential
12533,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12684,CAZ,flightzone,unlimited,Low Density,Residential
12794,Epworth Local Board,residential,limited,High Density,Residential
12685,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12682,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12755,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14492,Epworth Local Board,residential,limited,High Density,Residential
12970,EMA,wetland,unlimited,Factories,Residential
12819,EMA,river basin,unlimited,Medium Density,Residential
12534,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12656,CAZ,flightzone,unlimited,Low Density,Residential
12686,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12543,EMA,river basin,unlimited,Medium Density,Residential
12764,Epworth Local Board,residential,limited,High Density,Residential
12566,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13073,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12990,Epworth Local Board,residential,limited,High Density,Residential
11713,EMA,wetland,unlimited,Factories,Residential
12770,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11658,CAZ,flightzone,unlimited,Low Density,Residential
12565,Epworth Local Board,residential,limited,High Density,Residential
11657,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14480,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12787,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11193,Epworth Local Board,residential,limited,High Density,Residential
12564,EMA,wetland,unlimited,Factories,Residential
11656,EMA,river basin,unlimited,Medium Density,Residential
11712,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12964,CAZ,flightzone,unlimited,Low Density,Residential
12803,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12667,EMA,river basin,unlimited,Medium Density,Residential
13072,Epworth Local Board,residential,limited,High Density,Residential
11655,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12965,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12795,Epworth Local Board,residential,limited,High Density,Residential
11654,EMA,wetland,unlimited,Factories,Residential
12738,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12750,CAZ,flightzone,unlimited,Low Density,Residential
12966,Epworth Local Board,residential,limited,High Density,Residential
12968,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11760,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11653,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12535,Epworth Local Board,residential,limited,High Density,Residential
11651,EMA,wetland,unlimited,Factories,Residential
14472,EMA,river basin,unlimited,Medium Density,Residential
11761,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12954,CAZ,flightzone,unlimited,Low Density,Residential
14519,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14523,EMA,river basin,unlimited,Medium Density,Residential
13071,Epworth Local Board,residential,limited,High Density,Residential
11649,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12657,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11762,Epworth Local Board,residential,limited,High Density,Residential
12704,EMA,wetland,unlimited,Factories,Residential
12705,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12706,CAZ,flightzone,unlimited,Low Density,Residential
11190,Epworth Local Board,residential,limited,High Density,Residential
12725,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11759,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11194,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12820,Epworth Local Board,residential,limited,High Density,Residential
11733,EMA,wetland,unlimited,Factories,Residential
11647,EMA,river basin,unlimited,Medium Density,Residential
11763,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12542,CAZ,flightzone,unlimited,Low Density,Residential
12776,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12769,EMA,river basin,unlimited,Medium Density,Residential
11189,Epworth Local Board,residential,limited,High Density,Residential
11765,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11646,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11645,Epworth Local Board,residential,limited,High Density,Residential
11644,EMA,wetland,unlimited,Factories,Residential
12802,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12540,CAZ,flightzone,unlimited,Low Density,Residential
11766,Epworth Local Board,residential,limited,High Density,Residential
13066,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11058,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11711,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12658,Epworth Local Board,residential,limited,High Density,Residential
13070,EMA,wetland,unlimited,Factories,Residential
11718,EMA,river basin,unlimited,Medium Density,Residential
14518,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12701,CAZ,flightzone,unlimited,Low Density,Residential
12751,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12663,EMA,river basin,unlimited,Medium Density,Residential
12752,Epworth Local Board,residential,limited,High Density,Residential
14507,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11191,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12539,Epworth Local Board,residential,limited,High Density,Residential
12737,EMA,wetland,unlimited,Factories,Residential
14479,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11659,CAZ,flightzone,unlimited,Low Density,Residential
12662,Epworth Local Board,residential,limited,High Density,Residential
12753,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12953,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14517,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11731,Epworth Local Board,residential,limited,High Density,Residential
11643,EMA,wetland,unlimited,Factories,Residential
13069,EMA,river basin,unlimited,Medium Density,Residential
12664,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12538,CAZ,flightzone,unlimited,Low Density,Residential
11660,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14508,EMA,river basin,unlimited,Medium Density,Residential
12537,Epworth Local Board,residential,limited,High Density,Residential
14516,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11661,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12665,Epworth Local Board,residential,limited,High Density,Residential
12821,EMA,wetland,unlimited,Factories,Residential
11192,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11662,CAZ,flightzone,unlimited,Low Density,Residential
12786,Epworth Local Board,residential,limited,High Density,Residential
12936,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12536,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12796,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12768,Epworth Local Board,residential,limited,High Density,Residential
12661,EMA,wetland,unlimited,Factories,Residential
12666,EMA,river basin,unlimited,Medium Density,Residential
12785,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14515,CAZ,flightzone,unlimited,Low Density,Residential
11642,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11758,EMA,river basin,unlimited,Medium Density,Residential
11734,Epworth Local Board,residential,limited,High Density,Residential
11059,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14473,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14509,Epworth Local Board,residential,limited,High Density,Residential
13068,EMA,wetland,unlimited,Factories,Residential
12801,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12777,CAZ,flightzone,unlimited,Low Density,Residential
11195,Epworth Local Board,residential,limited,High Density,Residential
12784,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14458,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14514,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11641,Epworth Local Board,residential,limited,High Density,Residential
12660,EMA,wetland,unlimited,Factories,Residential
12659,EMA,river basin,unlimited,Medium Density,Residential
12700,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11650,CAZ,flightzone,unlimited,Low Density,Residential
11648,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11710,EMA,river basin,unlimited,Medium Density,Residential
14510,Epworth Local Board,residential,limited,High Density,Residential
12730,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12729,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12728,Epworth Local Board,residential,limited,High Density,Residential
12727,EMA,wetland,unlimited,Factories,Residential
14513,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12726,CAZ,flightzone,unlimited,Low Density,Residential
12736,Epworth Local Board,residential,limited,High Density,Residential
13067,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12955,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12735,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11065,Epworth Local Board,residential,limited,High Density,Residential
12963,EMA,wetland,unlimited,Factories,Residential
11640,EMA,river basin,unlimited,Medium Density,Residential
11663,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14512,CAZ,flightzone,unlimited,Low Density,Residential
12734,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14511,EMA,river basin,unlimited,Medium Density,Residential
11719,Epworth Local Board,residential,limited,High Density,Residential
12733,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12797,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12732,Epworth Local Board,residential,limited,High Density,Residential
12962,EMA,wetland,unlimited,Factories,Residential
11067,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11697,CAZ,flightzone,unlimited,Low Density,Residential
12731,Epworth Local Board,residential,limited,High Density,Residential
